p sp 3278 4982
a 316 935 16.3 13.9
a 316 1677 1.7 1.5
a 316 2008 15.6 13.3
a 317 1089 3.6 3.1
a 317 1214 5.3 4.5
a 317 2139 5.2 4.4
a 317 3082 36.2 30.9
a 318 1511 44.9 38.4
a 318 2074 35.3 30.2
a 318 2415 40.1 34.3
a 318 2661 57.9 49.5
a 319 101 18.0 15.4
a 319 445 52.6 45.0
a 319 2068 19.5 16.7
a 320 2152 26.4 22.6
a 321 166 3.2 2.7
a 321 1830 118.2 101.0
a 321 2321 3.0 2.6
a 321 2787 5.5 4.7
a 322 348 8.6 7.4
a 322 1318 72.0 61.5
a 322 2490 3.2 2.7
a 323 1600 10.1 8.6
a 324 960 100.9 86.2
a 324 976 8.5 7.3
a 324 1150 16.6 14.2
a 325 792 14.9 12.7
a 325 956 20.2 17.3
a 325 2355 8.3 7.1
a 326 869 12.4 10.6
a 326 2297 74.9 64.0
a 326 2737 28.3 24.2
a 327 856 43.2 36.9
a 328 336 21.0 17.9
a 328 394 39.9 34.1
a 328 1383 17.3 14.8
a 329 1560 142.3 121.6
a 329 1969 23.9 20.4
a 329 2726 9.7 8.3
a 330 846 48.7 41.6
a 330 1193 5.6 4.8
a 330 2182 49.5 42.3
a 330 2965 36.0 30.8
a 331 1253 139.1 118.9
a 332 496 14.8 12.6
a 332 1438 22.6 19.3
a 332 1954 11.5 9.8
a 332 2350 13.9 11.9
a 333 545 4.9 4.2
a 334 1648 15.3 13.1
a 335 1607 31.9 27.3
a 335 1991 31.5 26.9
a 335 2648 40.1 34.3
a 336 328 21.0 17.9
a 336 970 16.6 14.2
a 336 2048 38.6 33.0
a 336 2525 47.1 40.3
a 337 472 18.1 15.5
a 337 706 32.2 27.5
a 337 1493 15.2 13.0
a 337 2192 10.5 9.0
a 338 952 4.5 3.8
a 338 1963 44.1 37.7
a 338 2315 6.2 5.3
a 339 1535 9.2 7.9
a 339 1717 23.1 19.7
a 339 3037 15.7 13.4
a 340 3053 8.3 7.1
a 341 1743 10.2 8.7
a 341 2389 10.7 9.1
a 341 2895 122.9 105.0
a 342 2618 46.8 40.0
a 343 657 83.8 71.6
a 343 2208 12.2 10.4
a 343 2834 2.2 1.9
a 344 839 36.8 31.5
a 344 989 4.8 4.1
a 344 2091 4.6 3.9
a 345 8 45.2 38.6
a 345 203 7.8 6.7
a 345 1397 29.6 25.3
a 345 2550 30.3 25.9
a 346 53 72.7 62.1
a 347 960 16.4 14.0
a 347 1150 100.3 85.7
a 347 3123 17.1 14.6
a 348 322 8.6 7.4
a 348 1010 12.7 10.9
a 348 1865 7.2 6.2
a 348 2281 39.0 33.3
a 349 2943 10.0 8.5
a 350 1443 5.8 5.0
a 350 1585 20.2 17.3
a 350 1914 14.8 12.6
a 351 748 10.2 8.7
a 351 917 11.2 9.6
a 351 1500 108.4 92.6
a 351 2660 10.2 8.7
a 352 1257 9.2 7.9
a 352 2145 18.6 15.9
a 352 2280 15.5 13.2
a 352 2481 29.8 25.5
a 353 833 44.9 38.4
a 353 2200 9.2 7.9
a 353 3268 17.9 15.3
a 354 19 5.5 4.7
a 354 1385 15.4 13.2
a 354 1520 4.8 4.1
a 355 954 20.1 17.2
a 355 2398 131.8 112.6
a 355 2668 5.9 5.0
a 356 199 7.6 6.5
a 357 513 78.1 66.8
a 357 667 22.7 19.4
a 357 1349 5.3 4.5
a 358 1197 28.7 24.5
a 358 2633 58.2 49.7
a 358 2763 13.8 11.8
a 359 711 7.6 6.5
a 359 874 6.1 5.2
a 359 1565 38.1 32.6
a 359 3002 29.0 24.8
a 360 563 2.8 2.4
a 361 987 70.0 59.8
a 362 750 10.5 9.0
a 362 1576 34.5 29.5
a 362 2868 34.1 29.1
a 363 1153 160.1 136.8
a 363 3059 33.3 28.5
a 363 3087 2.5 2.1
a 364 267 10.0 8.5
a 364 481 5.5 4.7
a 364 2344 11.7 10.0
a 365 777 86.4 73.8
a 365 1088 7.1 6.1
a 365 1713 8.8 7.5
a 365 1773 4.6 3.9
a 366 1096 83.7 71.5
a 366 1587 16.2 13.8
a 366 3067 8.4 7.2
a 366 3201 80.3 68.6
a 367 167 6.0 5.1
a 367 243 35.9 30.7
a 367 1270 6.6 5.6
a 367 1731 55.9 47.8
a 368 568 113.2 96.8
a 368 2230 7.2 6.2
a 368 2555 6.8 5.8
a 368 2904 79.3 67.8
a 369 1841 26.4 22.6
a 369 2187 65.9 56.3
a 369 3197 18.5 15.8
a 370 1526 46.3 39.6
a 370 1964 38.4 32.8
a 370 2313 47.1 40.3
a 370 2482 38.3 32.7
a 371 553 22.4 19.1
a 371 722 10.0 8.5
a 371 2299 33.4 28.5
a 372 609 6.4 5.5
a 372 2224 31.4 26.8
a 372 2323 14.8 12.6
a 373 716 5.0 4.3
a 373 1063 236.9 202.5
a 373 2119 9.3 7.9
a 374 261 4.4 3.8
a 374 457 5.0 4.3
a 374 1030 35.8 30.6
a 375 610 5.3 4.5
a 375 640 50.8 43.4
a 375 2475 17.4 14.9
a 376 2181 7.4 6.3
a 376 2969 47.8 40.9
a 376 3092 46.9 40.1
a 377 44 60.7 51.9
a 377 519 7.2 6.2
a 377 1527 8.3 7.1
a 378 1033 6.7 5.7
a 379 411 16.0 13.7
a 379 673 21.1 18.0
a 379 1002 32.0 27.4
a 380 80 40.9 35.0
a 380 2062 9.1 7.8
a 380 2962 5.4 4.6
a 381 421 318.7 272.4
a 382 305 87.8 75.0
a 382 1241 14.4 12.3
a 382 2479 38.6 33.0
a 383 3128 147.2 125.8
a 384 1133 24.0 20.5
a 384 1393 36.2 30.9
a 384 3269 39.1 33.4
a 385 2324 9.0 7.7
a 385 2685 25.5 21.8
a 385 3265 2.5 2.1
a 386 137 88.1 75.3
a 386 1895 153.2 130.9
a 386 3019 5.9 5.0
a 387 51 18.5 15.8
a 387 1205 8.6 7.4
a 387 1925 21.4 18.3
a 388 1335 11.1 9.5
a 388 2923 46.5 39.7
a 388 3124 7.4 6.3
a 389 945 7.9 6.8
a 389 1301 50.0 42.7
a 389 1399 7.8 6.7
a 389 1617 12.1 10.3
a 390 88 84.8 72.5
a 390 678 46.5 39.7
a 390 1272 33.9 29.0
a 391 941 20.3 17.4
a 391 2208 17.7 15.1
a 391 2663 21.9 18.7
a 391 2999 14.7 12.6
a 392 424 1.9 1.6
a 393 756 7.4 6.3
a 393 934 2.3 2.0
a 393 1072 25.7 22.0
a 394 328 39.9 34.1
a 394 1728 15.5 13.2
a 394 2048 21.9 18.7
a 394 2646 6.3 5.4
a 395 1450 9.1 7.8
a 395 2290 8.2 7.0
a 395 3206 26.9 23.0
a 396 108 49.1 42.0
a 396 725 132.9 113.6
a 396 1002 30.4 26.0
a 397 2200 51.5 44.0
a 397 3080 85.1 72.7
a 397 3158 15.2 13.0
a 397 3249 20.3 17.4
a 398 1503 9.3 7.9
a 398 1709 316.0 270.1
a 398 2126 21.9 18.7
a 398 2397 11.9 10.2
a 399 887 106.7 91.2
a 399 1419 8.8 7.5
a 399 2783 2.9 2.5
a 400 228 10.9 9.3
a 400 405 5.7 4.9
a 400 451 16.2 13.8
a 401 1574 13.9 11.9
a 401 2545 6.3 5.4
a 401 3251 15.9 13.6
a 402 25 7.5 6.4
a 402 874 79.5 67.9
a 402 2892 3.6 3.1
a 403 1051 2.6 2.2
a 404 591 17.0 14.5
a 404 1446 26.8 22.9
a 404 1452 7.1 6.1
a 404 2403 51.2 43.8
a 405 400 5.7 4.9
a 406 511 47.4 40.5
a 406 666 87.9 75.1
a 406 1611 6.2 5.3
a 406 2977 40.3 34.4
a 407 2234 13.5 11.5
a 407 2333 67.3 57.5
a 407 2456 219.3 187.4
a 408 697 39.1 33.4
a 408 2632 8.2 7.0
a 408 2758 41.8 35.7
a 409 779 12.9 11.0
a 409 887 2.1 1.8
a 409 3200 92.1 78.7
a 410 27 92.0 78.6
a 410 2693 34.6 29.6
a 410 2717 31.9 27.3
a 410 2847 6.3 5.4
a 411 100 2.1 1.8
a 411 379 16.0 13.7
a 411 1530 5.4 4.6
a 411 2282 146.2 125.0
a 412 950 7.9 6.8
a 412 2401 38.0 32.5
a 412 2675 28.4 24.3
a 412 2998 12.7 10.9
a 413 1727 17.9 15.3
a 413 2358 10.7 9.1
a 413 2741 10.3 8.8
a 413 2874 9.7 8.3
a 414 201 11.8 10.1
a 414 479 11.9 10.2
a 414 539 19.4 16.6
a 414 2565 25.0 21.4
a 415 885 5.3 4.5
a 415 919 12.4 10.6
a 415 1041 197.0 168.4
a 415 3126 3.4 2.9
a 416 2643 301.5 257.7
a 417 792 9.7 8.3
a 417 1733 12.7 10.9
a 417 1734 4.2 3.6
a 417 3117 9.2 7.9
a 418 2093 4.9 4.2
a 419 2202 36.5 31.2
a 420 614 49.4 42.2
a 420 1459 13.9 11.9
a 420 2261 53.8 46.0
a 421 381 318.7 272.4
a 421 1053 125.7 107.4
a 421 2227 93.3 79.7
a 422 759 82.9 70.9
a 422 827 36.8 31.5
a 422 2729 107.0 91.5
a 423 1589 43.4 37.1
a 423 1679 42.0 35.9
a 423 1787 80.8 69.1
a 424 392 1.9 1.6
a 424 1522 42.7 36.5
a 424 1748 8.4 7.2
a 424 2075 5.5 4.7
a 425 2462 26.1 22.3
a 426 611 8.2 7.0
a 426 2432 40.5 34.6
a 426 2727 34.3 29.3
a 427 541 5.0 4.3
a 427 680 38.3 32.7
a 427 1464 4.0 3.4
a 427 3187 13.8 11.8
a 428 1948 134.3 114.8
a 428 2548 13.8 11.8
a 428 2584 12.8 10.9
a 429 562 5.3 4.5
a 429 1485 4.6 3.9
a 429 3218 78.8 67.4
a 430 471 8.3 7.1
a 430 601 5.6 4.8
a 430 1505 5.6 4.8
a 430 2820 25.8 22.1
a 431 1104 12.7 10.9
a 431 1436 28.7 24.5
a 431 2890 5.1 4.4
a 431 3032 224.2 191.6
a 432 1346 11.1 9.5
a 432 1586 67.9 58.0
a 432 2253 27.2 23.2
a 433 1014 20.7 17.7
a 433 2323 116.9 99.9
a 433 3033 4.7 4.0
a 434 2817 13.5 11.5
a 435 613 114.7 98.0
a 435 1837 4.3 3.7
a 435 2830 6.3 5.4
a 436 20 37.2 31.8
a 436 1067 117.6 100.5
a 436 1263 2.3 2.0
a 437 2223 27.0 23.1
a 437 2393 72.0 61.5
a 437 3129 29.8 25.5
a 438 152 31.3 26.8
a 439 310 71.4 61.0
a 439 1500 46.7 39.9
a 439 2521 113.1 96.7
a 439 2652 40.5 34.6
a 440 2734 128.1 109.5
a 440 3153 11.8 10.1
a 440 3177 134.3 114.8
a 441 656 44.7 38.2
a 441 663 45.6 39.0
a 441 3275 48.4 41.4
a 442 2913 21.8 18.6
a 442 2987 43.8 37.4
a 442 3017 2.9 2.5
a 443 241 10.2 8.7
a 443 1888 9.4 8.0
a 443 2771 33.6 28.7
a 444 798 6.5 5.6
a 445 319 52.6 45.0
a 445 1948 40.5 34.6
a 445 2669 56.9 48.6
a 446 929 6.0 5.1
a 446 1317 24.1 20.6
a 446 1845 50.2 42.9
a 446 2193 6.2 5.3
a 447 660 40.1 34.3
a 447 1067 2.9 2.5
a 447 2477 5.9 5.0
a 447 2747 3.0 2.6
a 448 1832 8.7 7.4
a 448 2073 17.2 14.7
a 448 2880 33.0 28.2
a 449 612 6.3 5.4
a 449 713 54.4 46.5
a 449 780 5.9 5.0
a 449 2642 5.8 5.0
a 450 1745 5.8 5.0
a 451 248 43.2 36.9
a 451 400 16.2 13.8
a 451 962 53.6 45.8
a 452 215 7.1 6.1
a 452 655 31.7 27.1
a 452 810 6.2 5.3
a 452 1296 7.1 6.1
a 453 548 7.9 6.8
a 453 1478 5.0 4.3
a 453 2881 8.8 7.5
a 454 1685 41.3 35.3
a 454 2129 69.5 59.4
a 454 2863 51.7 44.2
a 454 3158 29.1 24.9
a 455 206 44.2 37.8
a 455 1839 64.0 54.7
a 455 2028 28.7 24.5
a 455 2313 71.0 60.7
a 456 264 4.0 3.4
a 456 290 22.8 19.5
a 456 1606 8.1 6.9
a 456 2533 31.9 27.3
a 457 374 5.0 4.3
a 457 509 34.9 29.8
a 457 2292 5.6 4.8
a 458 206 51.6 44.1
a 458 1272 47.0 40.2
a 458 1839 60.4 51.6
a 458 2069 32.5 27.8
a 459 2134 81.1 69.3
a 459 2806 22.0 18.8
a 459 3034 63.2 54.0
a 459 3109 8.2 7.0
a 460 2106 60.7 51.9
a 460 2452 10.1 8.6
a 460 2578 103.7 88.6
a 461 2254 24.1 20.6
a 462 1265 9.1 7.8
a 462 2085 14.8 12.6
a 462 2117 8.7 7.4
a 462 2860 10.1 8.6
a 463 87 18.1 15.5
a 463 662 30.3 25.9
a 463 3160 82.6 70.6
a 464 1092 54.6 46.7
a 464 1431 101.2 86.5
a 464 1880 170.8 146.0
a 464 2875 7.0 6.0
a 465 511 6.1 5.2
a 465 1611 47.6 40.7
a 465 2693 5.9 5.0
a 465 2847 34.6 29.6
a 466 161 6.2 5.3
a 466 709 31.7 27.1
a 466 2952 6.5 5.6
a 467 221 4.6 3.9
a 467 1638 45.9 39.2
a 467 2273 5.4 4.6
a 467 2869 30.3 25.9
a 468 2869 16.8 14.4
a 469 96 21.7 18.5
a 469 710 36.3 31.0
a 469 2679 59.1 50.5
a 470 1304 6.2 5.3
a 471 430 8.3 7.1
a 471 1302 117.5 100.4
a 471 2605 2.0 1.7
a 472 277 26.3 22.5
a 472 337 18.1 15.5
a 472 703 17.7 15.1
a 472 1291 14.9 12.7
a 473 1514 42.2 36.1
a 473 1721 19.3 16.5
a 473 1757 49.2 42.1
a 474 1032 2.3 2.0
a 475 135 33.1 28.3
a 475 566 61.2 52.3
a 475 1321 30.9 26.4
a 475 2286 6.6 5.6
a 476 986 33.2 28.4
a 477 2127 32.0 27.4
a 477 2339 7.0 6.0
a 477 3094 120.3 102.8
a 477 3256 18.5 15.8
a 478 1457 59.2 50.6
a 478 2447 6.1 5.2
a 478 3112 5.3 4.5
a 479 414 11.9 10.2
a 479 1953 28.5 24.4
a 479 2245 16.3 13.9
a 480 315 9.9 8.5
a 480 510 6.4 5.5
a 480 1550 22.2 19.0
a 481 364 5.5 4.7
a 481 742 11.8 10.1
a 481 2180 68.4 58.5
a 481 2382 49.6 42.4
a 482 37 6.5 5.6
a 482 1664 5.8 5.0
a 482 3001 33.0 28.2
a 483 490 48.8 41.7
a 483 1938 8.9 7.6
a 483 2023 32.9 28.1
a 484 1698 52.6 45.0
a 484 1782 59.5 50.9
a 484 2094 46.5 39.7
a 484 3115 55.4 47.4
a 485 653 21.0 17.9
a 485 2317 34.0 29.1
a 485 2839 46.8 40.0
a 485 2893 23.1 19.7
a 486 1311 43.1 36.8
a 486 1902 43.1 36.8
a 486 2614 5.9 5.0
a 487 777 4.3 3.7
a 487 1088 86.2 73.7
a 487 1129 39.1 33.4
a 487 3104 69.1 59.1
a 488 1458 9.0 7.7
a 488 1994 32.9 28.1
a 488 2069 115.8 99.0
a 488 2757 34.3 29.3
a 489 10 6.9 5.9
a 489 313 10.8 9.2
a 489 1701 43.4 37.1
a 489 1714 52.6 45.0
a 490 483 48.8 41.7
a 490 940 9.4 8.0
a 490 3014 34.0 29.1
a 491 207 47.8 40.9
a 491 1056 22.4 19.1
a 491 1571 6.5 5.6
a 492 258 4.4 3.8
a 493 1227 9.2 7.9
a 493 1531 7.7 6.6
a 493 2540 9.9 8.5
a 493 2607 30.0 25.6
a 494 1373 1.2 1.0
a 495 535 7.4 6.3
a 495 1102 13.9 11.9
a 495 1869 112.9 96.5
a 496 332 14.8 12.6
a 496 833 31.0 26.5
a 496 844 8.7 7.4
a 496 2727 22.3 19.1
a 497 2616 9.3 7.9
a 497 2806 5.4 4.6
a 497 3109 20.7 17.7
a 497 3277 155.0 132.5
a 498 2148 10.2 8.7
a 498 2201 45.0 38.5
a 498 3259 23.1 19.7
a 499 2988 67.7 57.9
a 500 892 19.8 16.9
a 500 1678 5.1 4.4
a 500 2527 42.2 36.1
a 501 820 23.0 19.7
a 501 986 11.2 9.6
a 501 3024 8.2 7.0
a 502 926 23.2 19.8
a 502 1975 26.8 22.9
a 502 2767 6.8 5.8
a 503 175 2.5 2.1
a 503 1334 17.5 15.0
a 503 1667 6.4 5.5
a 504 738 6.1 5.2
a 504 1352 28.2 24.1
a 504 2470 11.2 9.6
a 504 3012 7.4 6.3
a 505 654 50.5 43.2
a 505 1598 9.2 7.9
a 505 2171 10.3 8.8
a 505 2884 21.0 17.9
a 506 81 10.8 9.2
a 506 706 6.8 5.8
a 506 1113 5.7 4.9
a 506 2110 16.1 13.8
a 507 962 44.3 37.9
a 507 1509 53.8 46.0
a 507 1538 20.1 17.2
a 508 1115 11.2 9.6
a 508 1590 15.3 13.1
a 508 3006 12.2 10.4
a 508 3273 12.9 11.0
a 509 457 34.9 29.8
a 509 1912 2.5 2.1
a 509 2196 37.6 32.1
a 510 43 10.4 8.9
a 510 90 16.5 14.1
a 510 480 6.4 5.5
a 511 406 47.4 40.5
a 511 465 6.1 5.2
a 511 616 272.0 232.5
a 511 2587 34.7 29.7
a 512 2036 37.9 32.4
a 512 2404 24.5 20.9
a 512 2417 46.0 39.3
a 513 357 78.1 66.8
a 513 1022 20.5 17.5
a 513 1795 113.7 97.2
a 513 1844 6.8 5.8
a 514 1614 2.9 2.5
a 514 1794 20.5 17.5
a 514 2263 3.4 2.9
a 515 639 8.9 7.6
a 515 2591 4.7 4.0
a 515 3102 33.9 29.0
a 516 2271 2.5 2.1
a 517 1365 32.8 28.0
a 517 2559 4.8 4.1
a 517 3179 51.1 43.7
a 518 798 3.7 3.2
a 518 1064 85.3 72.9
a 518 1077 5.8 5.0
a 519 377 7.2 6.2
a 520 574 19.0 16.2
a 520 1432 5.1 4.4
a 520 2562 74.2 63.4
a 521 921 8.8 7.5
a 521 1653 15.7 13.4
a 521 1840 10.0 8.5
a 522 1282 47.5 40.6
a 522 1911 8.4 7.2
a 522 2748 64.4 55.0
a 523 40 19.7 16.8
a 523 806 11.8 10.1
a 523 2630 11.6 9.9
a 523 3247 250.8 214.4
a 524 1890 28.4 24.3
a 524 2724 40.4 34.5
a 524 3196 3.8 3.2
a 525 144 7.3 6.2
a 525 1673 58.9 50.3
a 525 2241 42.7 36.5
a 526 949 46.1 39.4
a 526 1392 8.5 7.3
a 526 3065 56.2 48.0
a 527 109 5.3 4.5
a 527 1275 6.5 5.6
a 527 3192 30.2 25.8
a 528 1028 11.6 9.9
a 528 2084 26.3 22.5
a 528 2469 10.2 8.7
a 528 2897 11.3 9.7
a 529 1382 93.9 80.3
a 529 2673 40.3 34.4
a 529 2862 33.6 28.7
a 530 851 96.3 82.3
a 530 901 3.6 3.1
a 530 1208 36.6 31.3
a 531 123 30.1 25.7
a 531 1456 9.2 7.9
a 531 1776 11.8 10.1
a 531 2263 43.5 37.2
a 532 304 12.5 10.7
a 532 1267 32.7 27.9
a 532 1737 95.0 81.2
a 533 787 2.8 2.4
a 534 1081 41.8 35.7
a 534 1481 39.7 33.9
a 534 1936 61.9 52.9
a 535 495 7.4 6.3
a 535 1654 211.0 180.3
a 535 1776 10.6 9.1
a 535 1785 44.8 38.3
a 536 157 11.2 9.6
a 536 2111 1.1 0.9
a 536 2264 110.6 94.5
a 537 847 14.5 12.4
a 537 1450 11.4 9.7
a 537 2314 42.6 36.4
a 537 2979 9.9 8.5
a 538 99 37.2 31.8
a 538 1465 34.4 29.4
a 538 2309 72.2 61.7
a 539 49 18.4 15.7
a 539 414 19.4 16.6
a 539 1017 12.3 10.5
a 539 2029 13.3 11.4
a 540 1619 7.7 6.6
a 540 2166 2.8 2.4
a 540 3230 38.4 32.8
a 541 427 5.0 4.3
a 541 1212 11.4 9.7
a 541 1594 31.0 26.5
a 541 2066 6.8 5.8
a 542 4 15.9 13.6
a 542 1593 18.5 15.8
a 542 2600 15.6 13.3
a 543 280 11.9 10.2
a 543 843 3.3 2.8
a 543 2231 194.8 166.5
a 544 1426 2.5 2.1
a 544 1616 82.8 70.8
a 544 2971 33.1 28.3
a 545 333 4.9 4.2
a 545 1289 23.0 19.7
a 545 2002 2.1 1.8
a 546 1016 9.3 7.9
a 546 2307 103.6 88.5
a 546 2801 57.4 49.1
a 547 1693 68.7 58.7
a 547 2367 10.0 8.5
a 547 2407 10.8 9.2
a 548 453 7.9 6.8
a 548 1372 14.8 12.6
a 548 2649 35.0 29.9
a 548 3056 12.7 10.9
a 549 1105 10.3 8.8
a 550 109 40.3 34.4
a 550 800 7.6 6.5
a 550 1851 30.8 26.3
a 550 2414 41.5 35.5
a 551 4 56.7 48.5
a 551 229 3.6 3.1
a 551 2756 21.5 18.4
a 552 1754 7.9 6.8
a 553 371 22.4 19.1
a 553 2551 30.8 26.3
a 553 2971 95.1 81.3
a 554 275 15.5 13.2
a 554 1314 1.8 1.5
a 554 1459 41.7 35.6
a 554 2106 21.0 17.9
a 555 2612 51.3 43.8
a 555 2785 2.5 2.1
a 555 3063 28.5 24.4
a 556 711 28.8 24.6
a 556 1462 34.3 29.3
a 556 3002 7.5 6.4
a 556 3013 40.9 35.0
a 557 737 31.9 27.3
a 557 1171 83.6 71.5
a 557 1347 28.6 24.4
a 557 3261 6.5 5.6
a 558 657 92.8 79.3
a 558 2696 86.3 73.8
a 558 3121 89.4 76.4
a 559 54 39.4 33.7
a 559 208 121.8 104.1
a 559 1194 5.4 4.6
a 559 1604 43.1 36.8
a 560 1209 129.3 110.5
a 561 2537 110.7 94.6
a 562 429 5.3 4.5
a 562 2109 12.0 10.3
a 562 2384 78.9 67.4
a 562 3260 4.8 4.1
a 563 3 41.4 35.4
a 563 360 2.8 2.4
a 563 1525 7.0 6.0
a 564 899 49.3 42.1
a 564 1028 11.0 9.4
a 564 1154 9.2 7.9
a 564 2897 10.5 9.0
a 565 151 6.6 5.6
a 565 1274 37.5 32.1
a 565 2751 77.9 66.6
a 566 475 61.2 52.3
a 566 1415 29.5 25.2
a 566 1698 59.1 50.5
a 566 2607 32.0 27.4
a 567 59 79.4 67.9
a 567 1168 32.6 27.9
a 567 1886 18.4 15.7
a 567 2879 68.0 58.1
a 568 368 113.2 96.8
a 568 1554 2.8 2.4
a 568 2800 5.9 5.0
a 569 620 27.3 23.3
a 569 1158 24.6 21.0
a 569 3111 6.1 5.2
a 570 81 39.8 34.0
a 570 1049 48.3 41.3
a 570 1506 49.2 42.1
a 570 2907 45.7 39.1
a 571 1803 5.2 4.4
a 572 3126 38.6 33.0
a 573 2624 43.9 37.5
a 574 520 19.0 16.2
a 574 2297 22.2 19.0
a 574 2737 74.3 63.5
a 575 138 14.8 12.6
a 575 1921 5.8 5.0
a 575 2598 23.8 20.3
a 575 3256 7.6 6.5
a 576 2483 83.7 71.5
a 576 2647 170.5 145.7
a 576 2715 47.7 40.8
a 576 3232 5.1 4.4
a 577 1186 8.9 7.6
a 577 1237 52.0 44.4
a 577 2894 125.6 107.4
a 578 1172 6.0 5.1
a 578 1258 20.8 17.8
a 578 1941 154.1 131.7
a 579 1267 9.0 7.7
a 579 2446 110.4 94.4
a 579 2791 10.6 9.1
a 580 1040 21.7 18.5
a 580 1581 25.4 21.7
a 580 2984 161.3 137.9
a 581 801 32.2 27.5
a 581 2295 49.2 42.1
a 581 3011 19.3 16.5
a 582 1574 27.9 23.8
a 583 157 26.3 22.5
a 584 661 121.9 104.2
a 584 1265 29.9 25.6
a 584 1333 10.7 9.1
a 585 1161 7.2 6.2
a 585 1482 7.5 6.4
a 585 2550 26.7 22.8
a 586 1547 50.7 43.3
a 586 2998 11.9 10.2
a 586 3007 48.9 41.8
a 587 99 26.6 22.7
a 587 1269 6.8 5.8
a 587 1489 74.7 63.8
a 587 2314 11.1 9.5
a 588 2275 7.6 6.5
a 588 3028 53.7 45.9
a 588 3141 34.4 29.4
a 588 3206 26.2 22.4
a 589 1106 51.2 43.8
a 590 967 80.8 69.1
a 590 1080 4.6 3.9
a 590 1621 67.8 57.9
a 591 404 17.0 14.5
a 591 626 28.5 24.4
a 591 714 9.5 8.1
a 591 1539 12.6 10.8
a 592 729 7.2 6.2
a 592 2369 24.4 20.9
a 592 2480 49.7 42.5
a 592 2800 22.2 19.0
a 593 2610 7.3 6.2
a 593 2719 48.2 41.2
a 593 3083 33.5 28.6
a 594 842 21.8 18.6
a 594 1803 31.7 27.1
a 594 3072 11.4 9.7
a 595 115 5.4 4.6
a 595 2317 2.6 2.2
a 595 2405 10.4 8.9
a 595 3218 118.1 100.9
a 596 783 45.2 38.6
a 596 1448 7.0 6.0
a 596 2295 10.2 8.7
a 597 1074 5.9 5.0
a 598 952 2.1 1.8
a 598 1519 33.3 28.5
a 598 2487 24.9 21.3
a 599 1253 21.9 18.7
a 599 2087 133.7 114.3
a 599 2453 4.1 3.5
a 600 1792 9.5 8.1
a 600 2106 10.5 9.0
a 600 2146 10.1 8.6
a 600 2501 2.7 2.3
a 601 430 5.6 4.8
a 601 782 22.2 19.0
a 601 1695 1.9 1.6
a 602 1214 35.0 29.9
a 602 2224 133.8 114.4
a 602 3033 39.1 33.4
a 602 3082 5.7 4.9
a 603 807 8.3 7.1
a 603 1138 6.8 5.8
a 603 1318 3.8 3.2
a 603 2499 8.8 7.5
a 604 1058 6.5 5.6
a 604 1507 21.9 18.7
a 604 2911 43.3 37.0
a 605 191 224.1 191.5
a 605 1097 5.9 5.0
a 605 2822 22.5 19.2
a 605 2976 13.0 11.1
a 606 2081 14.0 12.0
a 606 2495 47.0 40.2
a 606 2994 7.1 6.1
a 606 3044 12.7 10.9
a 607 878 28.4 24.3
a 607 974 7.1 6.1
a 607 1819 26.6 22.7
a 608 846 5.3 4.5
a 608 1193 48.7 41.6
a 608 1762 31.6 27.0
a 609 372 6.4 5.5
a 609 634 30.6 26.2
a 609 1302 6.7 5.7
a 609 1508 29.9 25.6
a 610 375 5.3 4.5
a 611 426 8.2 7.0
a 611 1069 5.3 4.5
a 611 1761 40.4 34.5
a 611 2689 43.3 37.0
a 612 449 6.3 5.4
a 612 1038 1.8 1.5
a 612 2329 137.7 117.7
a 613 67 5.1 4.4
a 613 435 114.7 98.0
a 613 3108 2.7 2.3
a 614 420 49.4 42.2
a 614 1751 13.3 11.4
a 614 2821 26.7 22.8
a 615 914 12.9 11.0
a 615 1054 11.0 9.4
a 615 2961 30.9 26.4
a 616 511 272.0 232.5
a 617 716 13.2 11.3
a 617 790 12.3 10.5
a 617 978 6.7 5.7
a 617 2173 144.5 123.5
a 618 775 22.7 19.4
a 618 1877 18.1 15.5
a 618 3030 54.3 46.4
a 619 1168 7.8 6.7
a 620 569 27.3 23.3
a 620 1321 6.2 5.3
a 620 2286 31.1 26.6
a 621 1142 19.5 16.7
a 621 1692 6.6 5.6
a 621 2636 8.9 7.6
a 622 932 4.9 4.2
a 623 2658 3.2 2.7
a 624 932 5.4 4.6
a 625 25 7.5 6.4
a 625 1462 19.3 16.5
a 625 1818 10.2 8.7
a 626 591 28.5 24.4
a 626 1446 13.1 11.2
a 626 2212 21.6 18.5
a 626 3051 7.5 6.4
a 627 950 37.0 31.6
a 627 2158 36.4 31.1
a 627 2401 5.1 4.4
a 628 1698 13.3 11.4
a 628 2556 41.7 35.6
a 628 2831 34.9 29.8
a 629 1528 11.3 9.7
a 630 1344 7.0 6.0
a 630 1474 14.3 12.2
a 630 1829 110.5 94.4
a 630 2924 6.4 5.5
a 631 1475 4.8 4.1
a 631 2744 8.0 6.8
a 631 2803 9.2 7.9
a 632 36 41.6 35.6
a 632 1562 10.4 8.9
a 632 2606 49.5 42.3
a 633 723 7.2 6.2
a 633 1295 75.3 64.4
a 633 1524 33.4 28.5
a 633 2835 8.0 6.8
a 634 609 30.6 26.2
a 634 1208 8.7 7.4
a 634 2901 42.0 35.9
a 634 3202 7.7 6.6
a 635 964 8.4 7.2
a 635 1606 18.7 16.0
